id,toxic
0001ea8717f6de06,0.04071080400027357
000247e83dcc1211,0.93861278015617
0002f87b16116a7f,0.2856324131437628
0003e1cccfd5a40a,0.024937226797674728
00059ace3e3e9a53,0.010672775148566849
000663aff0fffc80,0.12660672842855972
000689dd34e20979,0.08041205702251752
000844b52dee5f3f,0.0691958401114287
00091c35fa9d0465,0.5997384355190406
000968ce11f5ee34,0.1549821906980193
0009734200a85047,0.029279769145829616
000a02d807ae0254,0.037878143304342915
000bafe2080bba82,0.7386569405575233
000bf0a9894b2807,0.03647752548150524
000c9b92318552d1,0.0924201095834079
000cf60dbaed8c02,0.05608962989116659
000d4f120d5a7303,0.21724121796133408
001068b809feee6b,0.7800855303683053
0011cefc680993ba,0.009588331393954815
0011ef6aa33d42e6,0.1605962790393365
0012bb72f20ae971,0.06555077242751875
00137446b1aec28c,0.040765905096835406
0013a435effa29bd,0.09273049676951478
0013be435187e84f,0.009545954318285255
0013fed3aeae76b7,0.9999825531865344
001411adf8f1dd82,0.04557160710033786
001426f56de6a49b,0.024368389329832145
0016b94c8b20ffa6,0.9861160758818744
00177176f33f587e,0.125014422722234
0017d4d47894af05,0.9999544357801575
001804717513d860,0.3407443453086007
0019400581a6fe32,0.017425188581213332
001acc29b248cb6d,0.05493546820047646
001bb624469de607,0.09469217399765463
001c368c738a814f,0.18552673855545757
001ceacfd4ffa469,0.08109937112528434
001ceebc43e65027,0.04242689334014163
001d39c71fce6f78,0.22594219459004297
001d739c97bc2ae4,0.7893285957185177
001eba8bbe728e54,0.14371610800667314
001eff4007dbb65b,0.9987039470907858
0020baa22b95d1b0,0.01525719989365786
0020f1b79913e7c0,0.07545131979917122
0023317d123b6fcb,0.006090059409698235
00234e493cedb3e1,0.0556547343629449
0023f3f84f353bce,0.0990367079507492
0025a91b6955f1a5,0.03246205770935014
0025c49d87d9a18f,0.025898373365877126
0026c91011e3ae35,0.03013322443821694
0028bca06339e02f,0.03585307238157979
0028c5110f1f896b,0.7629775806389276
00293511a845d344,0.030296590091369098
002af5c4c7f08722,0.006493107165372481
002eef919d2f8410,0.07182548212835878
003044a2c35274b6,0.21724121796133408
0030a3760c6e27f3,0.18438018998477276
0030e3ba49006440,0.7975672770997321
0031c900f2018470,0.032700064326979805
0031d0649f4a266b,0.011398843444885207
00325303c23588a4,0.01801828460974862
003260a50813dba9,0.45230391630770167
00372dfdd531fc6c,0.6622203324386716
003c73565c434b4b,0.026425954197517535
003d82f5e461ad76,0.36139428607548535
003d8674aeeec5ec,0.013396520888647706
003deb1d3dff6793,0.04463093694454773
003fcf8c7df1b038,0.5190829108184788
00418320f2620bac,0.04475462880077873
00419d13372bdd27,0.06746147456912556
0041dc272b8579a9,0.006174170259133521
004278af07e050ea,0.04174418438525193
0043b6e76433c3b6,0.13753022190111866
004515df90b06ef9,0.10968383827091982
004540f1a3bba137,0.17651312847845324
0046f41333aebfe7,0.07638392303930362
00499c7740639d54,0.10885243085473502
004a5c6fc6ad7ee1,0.17654991103379394
0052080181d4bb59,0.15819967417529499
00525672cc446424,0.9660623404915614
00531c5e44a0f7b1,0.9784941739487182
0057d0636238fbdc,0.06849442656339086
00584a461ec2bb9c,0.030853106669993392
005875658c15a8dc,0.04134170534718657
00587ac3969af38c,0.0877986020857856
005bb8c85ea8239c,0.03955603095304545
005bd529d8419f82,0.19749115594500585
005cb5a153394bf7,0.11007391107932984
005d4e5881163749,0.9922401490005375
005dc750df10832c,0.2929395591383276
005f47397e07e12f,0.5318922954173125
005fcbdbea0017f7,0.02716668277891676
0060bb88a6a19887,0.010487811679214403
00628908eb19d174,0.12716476552237302
0062f4a9f84afcd6,0.004538855201275413
0064b4200305c664,0.10071369428070792
0065324079670f4d,0.036319698281509195
006622a9f635ace3,0.006980614403678832
0069e74a5302bf10,0.014222430791568121
006a703e116e7ee8,0.594531843013854
006beb8649b70d99,0.9086179478567293
006c132f3df89e6e,0.4018544060615395
006d7b5d3ad1e8d6,0.04639570100190294
006ef62bc69dbda6,0.8108216853300874
006f1b719aa6010b,0.041498355228839316
007009b9d4b62e19,0.16546495815225812
007021b91a4a3cf7,0.21013216118456923
0071940212267fea,0.8988029008090741
0072b9c3697ab8cc,0.9802479477390766
0072f0af33e59b26,0.7704775789870625
0074e9e50532d8fa,0.050595227890404826
00755db353a12f44,0.7192949442441856
0075651cd329225d,0.18585109073150544
00760322e8084f55,0.03333399088903535
00772869541790fe,0.07776516315079332
0078e03e2556b416,0.028183582013389687
007931b28cca3e85,0.007032754312454876
007ab9116b865d64,0.1063538767641579
007aec85ba5ab379,0.21781897567030467
007b7700996e28f1,0.20828327651608472
007d75123ac09c87,0.15841879777702864
007e9c51523a40f2,0.9405547064196179
007f127a7114cb74,0.18285381422887204
007f4366a62d5970,0.3771124899099429
008171d59b2f6949,0.040393338943697815
0081b14d79f54b31,0.9895313364897714
00842d1024b19972,0.9965286704377081
0085bb3cfa3babc6,0.03171240191066423
00881f5dfc5626a1,0.5159579404329927
008aefc9605919fb,0.21775944237759004
008b8db2b48dc0b5,0.08359069439239063
008be84e2a8476de,0.130195719663753
